CLUB_NAME,PLAYERS_COUNT,PLAYERS_AVG_AGE,LEGIONARIES_COUNT,AVG_MARKET_VALUE,TOTAL_MARKET_VALUE,season
Eintracht Frankfurt,34,"25,0",20,"1,86 Mio. €","63,40 Mio. €",2008
1.FC Köln,32,"26,3",20,"1,54 Mio. €","49,30 Mio. €",2008
Borussia Mönchengladbach,36,"26,4",18,"1,36 Mio. €","49,00 Mio. €",2008
VfL Bochum,34,"27,3",17,"1,22 Mio. €","41,45 Mio. €",2008
Karlsruher SC,27,"26,8",10,"1,14 Mio. €","30,90 Mio. €",2008
Arminia Bielefeld,30,"26,5",13,987 Tsd. €,"29,60 Mio. €",2008
FC Energie Cottbus,35,"27,5",22,844 Tsd. €,"29,53 Mio. €",2008
FC Bayern München,29,"26,1",15,"9,64 Mio. €","279,55 Mio. €",2009
VfL Wolfsburg,31,"25,8",19,"5,01 Mio. €","155,43 Mio. €",2009
SV Werder Bremen,38,"24,4",17,"3,79 Mio. €","143,95 Mio. €",2009
Hamburger SV,35,"24,9",19,"3,89 Mio. €","136,28 Mio. €",2009
FC Schalke 04,40,"24,3",23,"3,36 Mio. €","134,55 Mio. €",2009
Bayer 04 Leverkusen,30,"24,6",14,"4,43 Mio. €","132,90 Mio. €",2009
VfB Stuttgart,34,"25,2",14,"3,67 Mio. €","124,65 Mio. €",2009
Borussia Dortmund,34,"24,0",13,"3,22 Mio. €","109,40 Mio. €",2009
TSG 1899 Hoffenheim,33,"23,3",16,"2,95 Mio. €","97,50 Mio. €",2009
Hertha BSC,33,"25,1",21,"1,88 Mio. €","61,98 Mio. €",2009
Eintracht Frankfurt,36,"25,7",20,"1,64 Mio. €","59,20 Mio. €",2009
1.FC Köln,33,"24,8",18,"1,79 Mio. €","59,13 Mio. €",2009
Borussia Mönchengladbach,30,"25,5",15,"1,83 Mio. €","55,00 Mio. €",2009
Hannover 96,39,"25,9",22,"1,30 Mio. €","50,88 Mio. €",2009
1.FSV Mainz 05,41,"26,0",22,"1,19 Mio. €","48,78 Mio. €",2009
1.FC Nürnberg,33,"24,8",16,"1,44 Mio. €","47,50 Mio. €",2009
VfL Bochum,32,"26,5",16,"1,25 Mio. €","39,90 Mio. €",2009
SC Freiburg,32,"24,8",20,"1,23 Mio. €","39,45 Mio. €",2009
FC Bayern München,31,"25,7",17,"9,97 Mio. €","308,98 Mio. €",2010
Borussia Dortmund,31,"24,8",15,"5,48 Mio. €","169,95 Mio. €",2010
FC Schalke 04,36,"25,2",23,"4,37 Mio. €","157,18 Mio. €",2010
SV Werder Bremen,38,"25,0",18,"3,98 Mio. €","151,13 Mio. €",2010
Bayer 04 Leverkusen,30,"25,1",12,"4,92 Mio. €","147,68 Mio. €",2010
VfL Wolfsburg,34,"25,7",25,"4,27 Mio. €","145,10 Mio. €",2010
TSG 1899 Hoffenheim,34,"23,8",19,"3,71 Mio. €","126,13 Mio. €",2010
Hamburger SV,30,"25,9",20,"3,74 Mio. €","112,13 Mio. €",2010
VfB Stuttgart,33,"25,3",17,"3,19 Mio. €","105,25 Mio. €",2010
1.FC Köln,38,"25,2",19,"1,82 Mio. €","69,28 Mio. €",2010
Borussia Mönchengladbach,34,"25,8",19,"1,96 Mio. €","66,55 Mio. €",2010
Hannover 96,28,"26,0",14,"2,33 Mio. €","65,35 Mio. €",2010
1.FSV Mainz 05,28,"26,9",15,"2,16 Mio. €","60,60 Mio. €",2010
1.FC Nürnberg,32,"24,5",14,"1,88 Mio. €","60,20 Mio. €",2010
SC Freiburg,32,"25,3",19,"1,87 Mio. €","59,95 Mio. €",2010
1.FC Kaiserslautern,30,"24,9",18,"1,68 Mio. €","50,50 Mio. €",2010
Eintracht Frankfurt,31,"25,2",15,"1,53 Mio. €","47,58 Mio. €",2010
FC St. Pauli,30,"26,8",2,"1,02 Mio. €","30,50 Mio. €",2010
FC Bayern München,25,"25,8",11,"14,24 Mio. €","356,00 Mio. €",2011
Borussia Dortmund,30,"24,6",13,"7,20 Mio. €","215,95 Mio. €",2011
FC Schalke 04,39,"24,7",21,"3,98 Mio. €","155,23 Mio. €",2011
Bayer 04 Leverkusen,30,"24,1",9,"4,50 Mio. €","134,85 Mio. €",2011
VfL Wolfsburg,45,"25,9",29,"2,80 Mio. €","125,80 Mio. €",2011
VfB Stuttgart,32,"25,3",18,"3,69 Mio. €","118,00 Mio. €",2011
SV Werder Bremen,38,"24,3",17,"2,95 Mio. €","111,95 Mio. €",2011
TSG 1899 Hoffenheim,35,"23,9",20,"2,53 Mio. €","88,65 Mio. €",2011
Borussia Mönchengladbach,28,"24,4",15,"3,15 Mio. €","88,30 Mio. €",2011
Hamburger SV,37,"24,0",23,"2,32 Mio. €","85,90 Mio. €",2011
Hannover 96,31,"25,7",17,"2,48 Mio. €","76,80 Mio. €",2011
SC Freiburg,37,"25,0",17,"1,88 Mio. €","69,43 Mio. €",2011
1.FC Köln,34,"24,7",17,"1,77 Mio. €","60,18 Mio. €",2011
1.FC Nürnberg,30,"24,2",12,"1,74 Mio. €","52,10 Mio. €",2011
1.FSV Mainz 05,30,"25,7",18,"1,73 Mio. €","52,00 Mio. €",2011
Hertha BSC,31,"24,7",18,"1,47 Mio. €","45,60 Mio. €",2011
1.FC Kaiserslautern,37,"24,3",22,"1,15 Mio. €","42,60 Mio. €",2011
FC Augsburg,32,"26,2",15,"1,20 Mio. €","38,35 Mio. €",2011
FC Bayern München,29,"25,3",13,"15,94 Mio. €","462,40 Mio. €",2012
Borussia Dortmund,31,"24,2",10,"9,75 Mio. €","302,30 Mio. €",2012
FC Schalke 04,34,"24,8",22,"5,40 Mio. €","183,55 Mio. €",2012
Bayer 04 Leverkusen,33,"23,6",11,"4,71 Mio. €","155,30 Mio. €",2012
VfL Wolfsburg,36,"25,8",26,"3,03 Mio. €","109,00 Mio. €",2012
Hamburger SV,30,"25,1",18,"3,50 Mio. €","104,95 Mio. €",2012
VfB Stuttgart,34,"25,4",19,"2,74 Mio. €","93,13 Mio. €",2012
Borussia Mönchengladbach,29,"24,3",14,"3,01 Mio. €","87,33 Mio. €",2012
Hannover 96,35,"25,6",20,"2,38 Mio. €","83,15 Mio. €",2012
TSG 1899 Hoffenheim,43,"23,7",24,"1,82 Mio. €","78,25 Mio. €",2012
SV Werder Bremen,32,"23,5",14,"2,44 Mio. €","78,00 Mio. €",2012
Eintracht Frankfurt,31,"25,4",13,"2,21 Mio. €","68,40 Mio. €",2012
SC Freiburg,32,"24,1",15,"2,06 Mio. €","65,80 Mio. €",2012
1.FSV Mainz 05,32,"26,4",18,"1,64 Mio. €","52,43 Mio. €",2012
1.FC Nürnberg,32,"24,1",13,"1,46 Mio. €","46,83 Mio. €",2012
FC Augsburg,33,"26,2",18,"1,17 Mio. €","38,45 Mio. €",2012
SpVgg Greuther Fürth,37,"24,8",18,901 Tsd. €,"33,33 Mio. €",2012
Fortuna Düsseldorf,35,"25,7",20,890 Tsd. €,"31,15 Mio. €",2012
FC Bayern München,33,"24,8",16,"16,88 Mio. €","556,88 Mio. €",2013
Borussia Dortmund,31,"24,7",12,"10,52 Mio. €","326,05 Mio. €",2013
FC Schalke 04,38,"24,4",18,"5,35 Mio. €","203,25 Mio. €",2013
Bayer 04 Leverkusen,35,"24,3",14,"5,03 Mio. €","175,88 Mio. €",2013
VfL Wolfsburg,36,"25,3",24,"4,31 Mio. €","155,23 Mio. €",2013
Borussia Mönchengladbach,28,"25,0",14,"3,98 Mio. €","111,38 Mio. €",2013
VfB Stuttgart,35,"25,0",18,"3,09 Mio. €","108,30 Mio. €",2013
Hamburger SV,34,"24,9",18,"3,02 Mio. €","102,78 Mio. €",2013
TSG 1899 Hoffenheim,43,"23,7",25,"2,27 Mio. €","97,40 Mio. €",2013
Eintracht Frankfurt,33,"24,7",11,"2,61 Mio. €","86,20 Mio. €",2013
Hannover 96,36,"25,2",20,"2,23 Mio. €","80,23 Mio. €",2013
SC Freiburg,35,"23,7",16,"2,05 Mio. €","71,68 Mio. €",2013
Hertha BSC,32,"25,9",14,"2,13 Mio. €","68,08 Mio. €",2013
SV Werder Bremen,39,"23,7",17,"1,70 Mio. €","66,40 Mio. €",2013
1.FSV Mainz 05,32,"26,6",16,"1,86 Mio. €","59,45 Mio. €",2013
1.FC Nürnberg,33,"24,2",16,"1,71 Mio. €","56,45 Mio. €",2013
FC Augsburg,35,"25,2",20,"1,31 Mio. €","45,95 Mio. €",2013
Eintracht Braunschweig,33,"25,9",11,866 Tsd. €,"28,58 Mio. €",2013
FC Bayern München,33,"25,5",17,"17,43 Mio. €","575,13 Mio. €",2014
Borussia Dortmund,37,"24,7",18,"8,64 Mio. €","319,50 Mio. €",2014
VfL Wolfsburg,30,"26,1",18,"7,37 Mio. €","221,05 Mio. €",2014
FC Schalke 04,36,"24,0",15,"5,89 Mio. €","212,00 Mio. €",2014
Bayer 04 Leverkusen,26,"24,9",14,"6,82 Mio. €","177,35 Mio. €",2014
Borussia Mönchengladbach,27,"25,9",14,"4,84 Mio. €","130,63 Mio. €",2014
TSG 1899 Hoffenheim,30,"24,4",14,"4,06 Mio. €","121,78 Mio. €",2014
1.FSV Mainz 05,36,"24,9",19,"2,44 Mio. €","88,00 Mio. €",2014
Hamburger SV,38,"25,2",21,"2,29 Mio. €","87,15 Mio. €",2014
VfB Stuttgart,30,"24,7",16,"2,90 Mio. €","86,95 Mio. €",2014
Hannover 96,35,"25,6",16,"2,19 Mio. €","76,65 Mio. €",2014
Eintracht Frankfurt,30,"25,1",14,"2,50 Mio. €","74,90 Mio. €",2014
SV Werder Bremen,36,"23,9",15,"1,88 Mio. €","67,53 Mio. €",2014
Hertha BSC,30,"26,3",16,"2,20 Mio. €","66,00 Mio. €",2014
SC Freiburg,30,"25,1",13,"1,91 Mio. €","57,40 Mio. €",2014
1.FC Köln,27,"25,4",14,"1,88 Mio. €","50,75 Mio. €",2014
FC Augsburg,35,"25,5",19,"1,43 Mio. €","50,08 Mio. €",2014
SC Paderborn 07,28,"26,1",8,"1,02 Mio. €","28,50 Mio. €",2014
FC Bayern München,34,"25,9",19,"17,53 Mio. €","596,05 Mio. €",2015
Borussia Dortmund,30,"24,9",13,"11,77 Mio. €","352,95 Mio. €",2015
VfL Wolfsburg,35,"25,5",19,"7,73 Mio. €","270,43 Mio. €",2015
Bayer 04 Leverkusen,33,"24,2",21,"7,31 Mio. €","241,30 Mio. €",2015
FC Schalke 04,32,"24,9",14,"7,04 Mio. €","225,20 Mio. €",2015
Borussia Mönchengladbach,29,"25,4",17,"6,42 Mio. €","186,15 Mio. €",2015
TSG 1899 Hoffenheim,30,"24,9",16,"3,01 Mio. €","90,20 Mio. €",2015
1.FSV Mainz 05,39,"25,3",22,"2,18 Mio. €","85,15 Mio. €",2015
VfB Stuttgart,34,"24,8",19,"2,39 Mio. €","81,18 Mio. €",2015
Hertha BSC,34,"25,3",15,"2,32 Mio. €","78,93 Mio. €",2015
Eintracht Frankfurt,35,"24,9",21,"2,19 Mio. €","76,60 Mio. €",2015
FC Augsburg,39,"25,9",21,"1,94 Mio. €","75,83 Mio. €",2015
1.FC Köln,25,"25,0",12,"2,75 Mio. €","68,63 Mio. €",2015
SV Werder Bremen,39,"24,6",18,"1,66 Mio. €","64,68 Mio. €",2015
Hamburger SV,35,"25,8",18,"1,81 Mio. €","63,20 Mio. €",2015
Hannover 96,39,"24,6",21,"1,56 Mio. €","60,83 Mio. €",2015
FC Ingolstadt 04,29,"25,2",16,"1,23 Mio. €","35,65 Mio. €",2015
SV Darmstadt 98,30,"27,3",8,838 Tsd. €,"25,15 Mio. €",2015
FC Bayern München,33,"26,1",18,"17,05 Mio. €","562,55 Mio. €",2016
Borussia Dortmund,31,"25,2",16,"12,60 Mio. €","390,65 Mio. €",2016
Bayer 04 Leverkusen,39,"23,8",22,"6,80 Mio. €","265,03 Mio. €",2016
FC Schalke 04,39,"24,7",22,"5,57 Mio. €","217,25 Mio. €",2016
VfL Wolfsburg,43,"24,5",21,"4,72 Mio. €","203,08 Mio. €",2016
RasenBallsport Leipzig,33,"23,6",17,"5,34 Mio. €","176,33 Mio. €",2016
Borussia Mönchengladbach,33,"24,4",16,"4,91 Mio. €","162,18 Mio. €",2016
TSG 1899 Hoffenheim,33,"24,5",16,"4,20 Mio. €","138,63 Mio. €",2016
1.FC Köln,30,"25,4",14,"3,87 Mio. €","116,15 Mio. €",2016
1.FSV Mainz 05,39,"24,3",23,"2,48 Mio. €","96,73 Mio. €",2016
Hertha BSC,33,"25,0",16,"2,93 Mio. €","96,53 Mio. €",2016
SV Werder Bremen,41,"25,5",20,"2,18 Mio. €","89,45 Mio. €",2016
SC Freiburg,36,"25,0",14,"2,41 Mio. €","86,73 Mio. €",2016
Hamburger SV,38,"24,6",21,"2,12 Mio. €","80,48 Mio. €",2016
Eintracht Frankfurt,35,"24,1",22,"2,07 Mio. €","72,30 Mio. €",2016
FC Augsburg,37,"26,3",21,"1,78 Mio. €","65,85 Mio. €",2016
FC Ingolstadt 04,32,"24,8",15,"1,21 Mio. €","38,63 Mio. €",2016
SV Darmstadt 98,39,"26,7",17,666 Tsd. €,"25,98 Mio. €",2016
FC Bayern München,38,"24,7",19,"21,36 Mio. €","811,85 Mio. €",2017
Borussia Dortmund,35,"25,0",19,"16,41 Mio. €","574,20 Mio. €",2017
RasenBallsport Leipzig,28,"24,1",19,"13,33 Mio. €","373,30 Mio. €",2017
Bayer 04 Leverkusen,27,"25,3",14,"13,24 Mio. €","357,35 Mio. €",2017
FC Schalke 04,29,"25,5",18,"9,46 Mio. €","274,35 Mio. €",2017
TSG 1899 Hoffenheim,36,"24,1",13,"5,91 Mio. €","212,75 Mio. €",2017
Borussia Mönchengladbach,35,"24,6",19,"5,52 Mio. €","193,25 Mio. €",2017
VfL Wolfsburg,33,"24,3",19,"4,35 Mio. €","143,60 Mio. €",2017
VfB Stuttgart,34,"24,7",17,"3,96 Mio. €","134,70 Mio. €",2017
Hertha BSC,32,"24,9",16,"4,11 Mio. €","131,45 Mio. €",2017
Eintracht Frankfurt,36,"25,0",23,"3,50 Mio. €","126,15 Mio. €",2017
SV Werder Bremen,33,"25,6",19,"3,25 Mio. €","107,15 Mio. €",2017
SC Freiburg,36,"25,5",14,"2,79 Mio. €","100,60 Mio. €",2017
FC Augsburg,33,"25,6",17,"3,04 Mio. €","100,45 Mio. €",2017
1.FSV Mainz 05,33,"25,3",19,"2,98 Mio. €","98,35 Mio. €",2017
Hannover 96,30,"25,9",12,"3,10 Mio. €","92,95 Mio. €",2017
1.FC Köln,38,"24,5",19,"2,41 Mio. €","91,73 Mio. €",2017
Hamburger SV,34,"24,5",17,"1,84 Mio. €","62,40 Mio. €",2017
FC Bayern München,32,"25,7",15,"24,53 Mio. €","784,88 Mio. €",2018
Borussia Dortmund,34,"24,4",19,"18,92 Mio. €","643,25 Mio. €",2018
RasenBallsport Leipzig,34,"22,6",22,"14,09 Mio. €","479,00 Mio. €",2018
Bayer 04 Leverkusen,31,"24,6",16,"13,85 Mio. €","429,40 Mio. €",2018
TSG 1899 Hoffenheim,38,"24,4",22,"8,85 Mio. €","336,25 Mio. €",2018
Eintracht Frankfurt,47,"24,8",28,"6,67 Mio. €","313,40 Mio. €",2018
Borussia Mönchengladbach,30,"25,2",16,"8,81 Mio. €","264,30 Mio. €",2018
VfL Wolfsburg,36,"25,1",21,"6,37 Mio. €","229,25 Mio. €",2018
FC Schalke 04,39,"25,1",24,"5,67 Mio. €","221,30 Mio. €",2018
Hertha BSC,36,"24,4",20,"5,77 Mio. €","207,63 Mio. €",2018
SV Werder Bremen,33,"25,8",18,"5,09 Mio. €","168,05 Mio. €",2018
1.FSV Mainz 05,35,"24,7",20,"4,56 Mio. €","159,73 Mio. €",2018
VfB Stuttgart,34,"24,9",17,"4,23 Mio. €","143,75 Mio. €",2018
FC Augsburg,40,"24,9",19,"3,48 Mio. €","139,25 Mio. €",2018
SC Freiburg,34,"25,0",8,"3,59 Mio. €","122,10 Mio. €",2018
Fortuna Düsseldorf,34,"26,3",17,"2,79 Mio. €","94,95 Mio. €",2018
Hannover 96,37,"25,7",18,"2,47 Mio. €","91,43 Mio. €",2018
1.FC Nürnberg,29,"25,2",12,"1,88 Mio. €","54,40 Mio. €",2018
FC Bayern München,38,"23,7",21,"20,46 Mio. €","777,33 Mio. €",2019
Borussia Dortmund,37,"24,5",20,"17,68 Mio. €","654,05 Mio. €",2019
RasenBallsport Leipzig,38,"23,0",26,"15,01 Mio. €","570,48 Mio. €",2019
Bayer 04 Leverkusen,29,"25,1",18,"13,76 Mio. €","398,95 Mio. €",2019
Borussia Mönchengladbach,34,"25,8",18,"7,49 Mio. €","254,70 Mio. €",2019
TSG 1899 Hoffenheim,37,"26,3",25,"6,11 Mio. €","226,05 Mio. €",2019
FC Schalke 04,33,"24,2",20,"6,71 Mio. €","221,58 Mio. €",2019
Hertha BSC,42,"24,2",22,"5,17 Mio. €","217,20 Mio. €",2019
Eintracht Frankfurt,35,"26,4",23,"5,97 Mio. €","208,98 Mio. €",2019
VfL Wolfsburg,38,"24,7",23,"5,46 Mio. €","207,60 Mio. €",2019
SV Werder Bremen,36,"26,2",18,"3,75 Mio. €","135,13 Mio. €",2019
SC Freiburg,30,"25,8",10,"4,09 Mio. €","122,65 Mio. €",2019
1.FSV Mainz 05,35,"23,9",19,"3,47 Mio. €","121,58 Mio. €",2019
FC Augsburg,37,"25,4",18,"3,05 Mio. €","112,95 Mio. €",2019
1.FC Köln,35,"25,3",14,"2,81 Mio. €","98,48 Mio. €",2019
Fortuna Düsseldorf,37,"26,2",17,"1,94 Mio. €","71,78 Mio. €",2019
1.FC Union Berlin,34,"26,2",11,"1,21 Mio. €","41,20 Mio. €",2019
SC Paderborn 07,32,"25,3",15,903 Tsd. €,"28,90 Mio. €",2019
FC Bayern München,45,"23,9",22,"19,07 Mio. €","858,23 Mio. €",2020
Borussia Dortmund,32,"25,0",16,"19,64 Mio. €","628,40 Mio. €",2020
RasenBallsport Leipzig,32,"23,7",23,"17,97 Mio. €","574,95 Mio. €",2020
Bayer 04 Leverkusen,33,"25,0",22,"11,31 Mio. €","373,25 Mio. €",2020
Borussia Mönchengladbach,33,"25,7",19,"9,11 Mio. €","300,75 Mio. €",2020
Eintracht Frankfurt,36,"25,6",24,"7,48 Mio. €","269,15 Mio. €",2020
VfL Wolfsburg,30,"26,0",20,"8,56 Mio. €","256,83 Mio. €",2020
Hertha BSC,38,"24,4",21,"6,02 Mio. €","228,88 Mio. €",2020
TSG 1899 Hoffenheim,37,"25,1",25,"6,17 Mio. €","228,15 Mio. €",2020
VfB Stuttgart,32,"23,8",16,"5,91 Mio. €","189,25 Mio. €",2020
1.FSV Mainz 05,36,"24,9",18,"4,54 Mio. €","163,30 Mio. €",2020
SC Freiburg,30,"25,2",13,"4,64 Mio. €","139,10 Mio. €",2020
FC Schalke 04,45,"24,8",27,"2,73 Mio. €","123,05 Mio. €",2020
1.FC Köln,36,"24,9",17,"3,28 Mio. €","118,20 Mio. €",2020
SV Werder Bremen,33,"25,2",15,"3,39 Mio. €","111,98 Mio. €",2020
FC Augsburg,31,"25,8",20,"3,00 Mio. €","93,05 Mio. €",2020
1.FC Union Berlin,33,"25,8",10,"2,49 Mio. €","82,05 Mio. €",2020
Arminia Bielefeld,33,"24,9",15,"1,72 Mio. €","56,73 Mio. €",2020
FC Bayern München,38,"24,7",20,"20,80 Mio. €","790,33 Mio. €",2021
Borussia Dortmund,44,"23,9",24,"12,70 Mio. €","558,98 Mio. €",2021
RasenBallsport Leipzig,34,"23,9",23,"14,68 Mio. €","498,95 Mio. €",2021
Bayer 04 Leverkusen,35,"24,6",24,"13,00 Mio. €","455,05 Mio. €",2021
VfL Wolfsburg,37,"25,3",24,"7,28 Mio. €","269,30 Mio. €",2021
Borussia Mönchengladbach,31,"25,4",14,"7,64 Mio. €","236,80 Mio. €",2021
Eintracht Frankfurt,36,"25,2",23,"6,35 Mio. €","228,75 Mio. €",2021
TSG 1899 Hoffenheim,40,"24,9",21,"5,29 Mio. €","211,43 Mio. €",2021
SC Freiburg,32,"25,0",12,"5,51 Mio. €","176,35 Mio. €",2021
VfB Stuttgart,39,"23,5",21,"4,47 Mio. €","174,23 Mio. €",2021
Hertha BSC,45,"24,7",21,"3,46 Mio. €","155,73 Mio. €",2021
1.FSV Mainz 05,34,"24,9",17,"3,85 Mio. €","131,03 Mio. €",2021
1.FC Union Berlin,40,"26,6",15,"2,90 Mio. €","115,90 Mio. €",2021
1.FC Köln,31,"25,4",13,"3,20 Mio. €","99,28 Mio. €",2021
FC Augsburg,32,"25,5",20,"2,98 Mio. €","95,30 Mio. €",2021
Arminia Bielefeld,34,"24,6",20,"1,94 Mio. €","65,85 Mio. €",2021
VfL Bochum,33,"27,3",15,"1,58 Mio. €","52,25 Mio. €",2021
SpVgg Greuther Fürth,34,"24,6",15,"1,09 Mio. €","36,95 Mio. €",2021
FC Bayern München,35,"25,3",22,"27,11 Mio. €","948,95 Mio. €",2022
Borussia Dortmund,37,"24,6",18,"15,34 Mio. €","567,55 Mio. €",2022
RasenBallsport Leipzig,29,"25,6",19,"16,78 Mio. €","486,50 Mio. €",2022
Bayer 04 Leverkusen,35,"24,2",24,"12,93 Mio. €","452,55 Mio. €",2022
Eintracht Frankfurt,36,"25,0",22,"9,02 Mio. €","324,55 Mio. €",2022
Borussia Mönchengladbach,35,"25,4",16,"6,91 Mio. €","241,68 Mio. €",2022
VfL Wolfsburg,33,"24,7",20,"7,22 Mio. €","238,30 Mio. €",2022
SC Freiburg,29,"26,0",11,"6,93 Mio. €","200,95 Mio. €",2022
TSG 1899 Hoffenheim,37,"25,8",21,"4,83 Mio. €","178,80 Mio. €",2022
1.FC Union Berlin,36,"26,9",17,"4,39 Mio. €","157,95 Mio. €",2022
VfB Stuttgart,39,"23,2",21,"3,87 Mio. €","151,05 Mio. €",2022
1.FSV Mainz 05,34,"24,7",16,"3,99 Mio. €","135,80 Mio. €",2022
FC Augsburg,42,"25,0",24,"3,15 Mio. €","132,28 Mio. €",2022
1.FC Köln,39,"24,9",14,"2,97 Mio. €","115,65 Mio. €",2022
Hertha BSC,41,"25,4",21,"2,29 Mio. €","94,00 Mio. €",2022
SV Werder Bremen,33,"24,7",10,"2,71 Mio. €","89,50 Mio. €",2022
FC Schalke 04,43,"26,4",22,"2,04 Mio. €","87,78 Mio. €",2022
VfL Bochum,32,"27,7",18,"1,68 Mio. €","53,70 Mio. €",2022
